43353.55078125,46659.31640625,44202.0234375,49656.98828125,44331.5078125,41826.74609375,44601.61328125,45004.046875,48787.3125,40068.41015625,52425.09765625,43152.05078125,46009.12109375,43465.31640625,49800.37109375,47226.67578125,46053.578125,47306.57421875,48566.99609375,47606.20703125,41585.73046875,47893.26953125,47392.734375,48831.0703125,47606.78515625,45878.09375,43790.78125,48493.4609375,45436.75390625,41841.80859375,41819.05859375,45882.75,46484.796875,47084.46484375,40880.58203125,45357.18359375
44590.20703125,46274.9765625,43850.53125,48213.94921875,43680.5859375,42170.97265625,45193.94140625,44695.55859375,48018.03125,40501.23828125,51041.72265625,43091.02734375,46852.9296875,44555.73046875,50288.51171875,46420.96484375,45822.21484375,47032.8828125,48560.30859375,46942.3359375,42928.7578125,47761.234375,46986.9140625,49178.65625,48551.30078125,46621.5703125,43628.03515625,47849.9375,45497.0859375,42767.203125,41455.921875,46248.265625,47637.23828125,47363.84765625,41568.3359375,45903.796875
48220.66015625,44822.6171875,45593.0078125,44315.609375,43727.109375,45513.86328125,46478.58203125,45397.8203125,45685.02734375,45216.99609375,43484.125,45244.11328125,48433.0703125,46291.1484375,48404.8359375,44423.86328125,46336.6328125,45907.82421875,47709.55078125,44479.046875,46577.47265625,46604.07421875,44381.7890625,47231.20703125,48472.4140625,48384.1484375,44960.65234375,44903.0390625,45001.5078125,47383.21875,43741.6796875,46743.8125,48817.03125,47648.32421875,46332.19140625,47697.578125
47750.53125,45166.578125,45830.65234375,46569.640625,43252.125,44947.8515625,45801.61328125,45726.6640625,47160.40234375,43679.49609375,45515.96875,44695.23046875,48610.80859375,45209.13671875,49628.59375,44880.64453125,47383.703125,46743.84375,48963.50390625,44704.09765625,44531.125,47052.3125,44179.9453125,47653.30078125,49021.7265625,48639.3046875,44283.09375,45385.12109375,44145.48046875,45989.3046875,42540.2734375,46553.8984375,48639.734375,48226.28125,44532.05078125,47821.0625
44100.875,46753.50390625,43965.17578125,51747.95703125,42424.02734375,40885.72265625,44441.16796875,45082.7421875,50790.10546875,36668.6796875,54901.15625,41927.16796875,47517.2109375,42774.60546875,53619.296875,47432.41015625,47436.01171875,48566.99609375,50955.703125,47163.04296875,39341.0,48708.39453125,46851.3046875,50299.98046875,50202.46484375,47419.9609375,41447.37109375,48647.46875,44060.23828125,39974.22265625,38374.34375,46056.43359375,48199.0703125,48188.65625,37850.73828125,45998.234375
46293.1640625,45692.59765625,44238.25390625,48152.640625,42230.125,42826.26171875,45481.68359375,45040.41015625,48338.76171875,40011.203125,50190.3046875,43001.65625,48300.8828125,45055.8984375,52210.625,45930.09765625,46618.6953125,47355.40234375,49644.171875,45658.92578125,43148.01171875,47653.828125,45986.65234375,49219.6171875,50256.4453125,48233.26171875,42148.875,46645.44140625,44766.52734375,43081.16015625,39989.453125,46749.93359375,49270.75,47947.41796875,41283.2890625,46635.24609375
42849.3515625,47122.39453125,42181.51953125,52766.4609375,41451.3125,38877.6015625,44261.4609375,44313.41796875,51504.99609375,33519.140625,58657.80078125,40310.9375,47132.05078125,43035.94921875,55852.37890625,48196.0703125,46241.69921875,48803.5078125,51231.49609375,48120.765625,38665.75,49045.35546875,48858.2109375,51489.26953125,51454.0625,46870.109375,39346.16015625,49756.2578125,44909.6171875,37426.41796875,35993.9296875,46096.71875,49100.89453125,47606.22265625,35141.08984375,44638.87890625
43069.65234375,46849.44921875,41070.22265625,51333.7109375,40910.7109375,38512.6015625,44616.08203125,43690.2734375,50331.71484375,33996.9296875,58378.93359375,39745.73828125,47150.79296875,44587.65625,55906.2265625,47575.51953125,44869.72265625,48084.57421875,50535.140625,48074.859375,40484.0625,48577.9921875,49879.296875,51597.20703125,51943.41796875,46787.234375,38766.0,49354.39453125,46010.33203125,37706.3046875,35621.109375,46542.68359375,49987.5859375,47088.28125,35594.125,44131.43359375
47297.69140625,45012.25,42943.2578125,45676.25,41305.3515625,42529.9453125,46256.62109375,44400.40234375,46624.01171875,40892.5703125,49107.44140625,42415.03515625,48629.73046875,47335.41796875,52765.26953125,44806.6640625,44576.703125,46117.078125,48724.94140625,45167.3515625,46040.5,46695.41015625,47493.67578125,48862.5546875,51234.18359375,48456.3671875,40551.98046875,45528.96484375,46316.97265625,43936.7421875,38995.49609375,47335.3046875,51131.02734375,46861.26953125,42327.1484375,45852.1015625
43395.046875,46749.5234375,41342.7734375,52104.4765625,40683.6796875,38298.609375,44486.3203125,44044.96875,50833.09375,33627.9609375,58921.03515625,39613.21875,47155.5625,44447.609375,56552.7421875,47471.91015625,44694.9609375,48187.79296875,51010.671875,48009.62890625,40078.921875,48242.375,50287.1953125,51163.12890625,52288.97265625,46789.8359375,37825.02734375,49296.3125,45953.71484375,37358.8984375,34667.76171875,46211.80078125,50400.2578125,46706.99609375,35341.8984375,43800.16796875
